date,nav_eur,pre_exposure,post_exposure,target,event_target,trade,debt_usd
2006-02-03 00:00:00+00:00,98269.53592388045,1.4104009523146543,1.4104009523146543,1.391285950822555,,False,48480.58616538162
2006-02-06 00:00:00+00:00,98299.09881352287,1.4120599371881748,1.4120599371881748,1.391285950822555,,False,48488.679729905336
2006-02-07 00:00:00+00:00,97655.64113638933,1.4147403278914803,1.4147403278914803,1.391285950822555,,False,48496.77464560469
2006-02-08 00:00:00+00:00,99571.40330903608,1.4081575359300345,1.4081575359300345,1.391285950822555,,False,48504.81702740009
2006-02-09 00:00:00+00:00,98004.25151457453,1.4137823739126367,1.4137823739126367,1.391285950822555,,False,48512.87421645075
2006-02-10 00:00:00+00:00,99204.9302843034,1.4103175678263766,1.4103175678263766,1.391285950822555,,False,48520.98664708361
2006-02-13 00:00:00+00:00,97715.69009266072,1.4171655312696876,1.4171655312696876,1.391285950822555,,False,48529.08695624331
2006-02-14 00:00:00+00:00,99194.52076722206,1.4113596058193678,1.4113596058193678,1.391285950822555,,False,48537.09425559109
2006-02-15 00:00:00+00:00,100170.37435863985,1.4077966055394457,1.4077966055394457,1.391285950822555,,False,48545.116358669446
2006-02-16 00:00:00+00:00,101482.57811213701,1.402658510818286,1.402658510818286,1.391285950822555,,False,48553.20721139589
2006-02-17 00:00:00+00:00,100142.6964135868,1.4072910800041072,1.4072910800041072,1.391285950822555,,False,48561.27243859378
2006-02-21 00:00:00+00:00,98513.17120912999,1.4138883562862672,1.4138883562862672,1.391285950822555,,False,48569.339005515525
2006-02-22 00:00:00+00:00,100308.48926456235,1.4067878403629606,1.4067878403629606,1.391285950822555,,False,48577.487861282
2006-02-23 00:00:00+00:00,99774.64508540339,1.4084148946155253,1.4084148946155253,1.391285950822555,,False,48585.57061551225
2006-02-24 00:00:00+00:00,100489.07305849533,1.4069780007345518,1.4069780007345518,1.391285950822555,,False,48593.62772263933
2006-02-27 00:00:00+00:00,102247.89075662746,1.4007858780731386,1.4007858780731386,1.391285950822555,,False,48601.69966413326
2006-02-28 00:00:00+00:00,99566.84270723672,1.4094029347555137,1.4094029347555137,1.391285950822555,,False,48609.82694835487
2006-03-01 00:00:00+00:00,101630.6498264239,1.4017832217737016,1.7132871913207222,1.7122234448051412,1.7122234448051412,True,86258.04132840311
2006-03-02 00:00:00+00:00,100862.35056381635,1.7126123076144832,1.7126123076144832,1.7122234448051412,,False,86272.46558975858
2006-03-03 00:00:00+00:00,99648.41650894012,1.719914241742341,1.719914241742341,1.7122234448051412,,False,86286.84433402354
2006-03-06 00:00:00+00:00,98360.53441524031,1.7310424247860037,1.7310424247860037,1.7122234448051412,,False,86301.24944331375
2006-03-07 00:00:00+00:00,98287.60233748483,1.7387237180766248,1.7387237180766248,1.7122234448051412,,False,86315.65695745693
2006-03-08 00:00:00+00:00,98144.50255139431,1.7383095796130907,1.7383095796130907,1.7122234448051412,,False,86330.06687685454
2006-03-09 00:00:00+00:00,96622.73065285005,1.749685329076603,1.749685329076603,1.7122234448051412,,False,86344.47920190815
2006-03-10 00:00:00+00:00,97054.36430063916,1.7486111237408135,1.7486111237408135,1.7122234448051412,,False,86358.89393301935
2006-03-13 00:00:00+00:00,97086.91416884486,1.7449751801740012,1.7449751801740012,1.7122234448051412,,False,86373.31107058984
2006-03-14 00:00:00+00:00,99258.48707032154,1.7237681199081616,1.7237681199081616,1.7122234448051412,,False,86387.75460760776
2006-03-15 00:00:00+00:00,100526.84167250966,1.7135687797434662,1.7135687797434662,1.7122234448051412,,False,86402.17656330753
2006-03-16 00:00:00+00:00,98205.56364530913,1.724183430840392,1.724183430840392,1.7122234448051412,,False,86416.50492425427
2006-03-17 00:00:00+00:00,98238.17466592389,1.7204311835680235,1.7204311835680235,1.7122234448051412,,False,86322.85807094935
2006-03-20 00:00:00+00:00,98868.99962297594,1.7176621678038808,1.7176621678038808,1.7122234448051412,,False,86337.48499967804
2006-03-21 00:00:00+00:00,97773.85293081138,1.7311705021395765,1.7311705021395765,1.7122234448051412,,False,86351.99449368494
2006-03-22 00:00:00+00:00,98043.71479067605,1.7283155814179594,1.7283155814179594,1.7122234448051412,,False,86366.48243942777
2006-03-23 00:00:00+00:00,98441.66728120908,1.7322136355579207,1.7322136355579207,1.7122234448051412,,False,86381.0687786842
2006-03-24 00:00:00+00:00,98888.27750084271,1.7260020030473036,1.7260020030473036,1.7122234448051412,,False,86395.80154985923
2006-03-27 00:00:00+00:00,99073.69259461135,1.7259140149019179,1.7259140149019179,1.7122234448051412,,False,86410.65682795906
2006-03-28 00:00:00+00:00,97844.44293710147,1.7313272384011211,1.7313272384011211,1.7122234448051412,,False,86425.70668402326
2006-03-29 00:00:00+00:00,101447.06093635646,1.7082924806961597,1.7082924806961597,1.7122234448051412,,False,86440.59111128551
2006-03-30 00:00:00+00:00,101114.81020713592,1.704766453188893,1.704766453188893,1.7122234448051412,,False,86455.45409070159
2006-03-31 00:00:00+00:00,100552.48494124867,1.7084222442516888,1.7084222442516888,1.7122234448051412,,False,86470.48773355181
2006-04-03 00:00:00+00:00,100869.1114798739,1.7071999036116032,1.7071999036116032,1.75,1.75,False,86486.1004605037
2006-04-04 00:00:00+00:00,100687.11695987599,1.7008573502873636,1.7008573502873636,1.75,,False,86501.40369550185
2006-04-05 00:00:00+00:00,102181.03031256946,1.6899427309073458,1.6899427309073458,1.75,,False,86516.4453284778
2006-04-06 00:00:00+00:00,103125.66206720838,1.6868761012441054,1.6868761012441054,1.75,,False,86531.48957702659
2006-04-07 00:00:00+00:00,102340.57563734784,1.6983828365971527,1.6983828365971527,1.75,,False,86546.53644160304
2006-04-10 00:00:00+00:00,102233.6843579729,1.7002755625479382,1.7002755625479382,1.75,,False,86561.58592266205
2006-04-11 00:00:00+00:00,100539.97468642786,1.710199626416338,1.710199626416338,1.75,,False,86576.68611042856
2006-04-12 00:00:00+00:00,100718.14360924467,1.7101203764915012,1.7101203764915012,1.75,,False,86591.69273602104
2006-04-13 00:00:00+00:00,101403.98585381533,1.7054405413516889,1.7054405413516889,1.75,,False,86606.79817575388
2006-04-17 00:00:00+00:00,98285.11378213289,1.7184591981410162,1.7184591981410162,1.75,,False,86622.00248032251
2006-04-18 00:00:00+00:00,101458.27562655843,1.695713414216428,1.695713414216428,1.75,,False,86637.11320742185
2006-04-19 00:00:00+00:00,101628.07675447695,1.6906757400730288,1.6906757400730288,1.75,,False,86652.0821753149
2006-04-20 00:00:00+00:00,101167.39601058414,1.6950100050995234,1.6950100050995234,1.75,,False,86667.00558946733
2006-04-21 00:00:00+00:00,99025.3452372461,1.709361179050519,1.709361179050519,1.75,,False,86682.00379626795
2006-04-24 00:00:00+00:00,98588.3083661602,1.7107285896375886,1.7107285896375886,1.75,,False,86697.02867692597
2006-04-25 00:00:00+00:00,97905.74846385157,1.7135589991391842,1.7135589991391842,1.75,,False,86712.12840942053
2006-04-26 00:00:00+00:00,97445.33061357458,1.714063186880132,1.714063186880132,1.75,,False,86727.15851167816
2006-04-27 00:00:00+00:00,98547.03916296283,1.7027631052576266,1.7027631052576266,1.75,,False,86742.16712827615
2006-04-28 00:00:00+00:00,96146.98343627148,1.714781812719702,1.714781812719702,1.75,,False,86757.32291247718
2006-05-01 00:00:00+00:00,94647.0737569925,1.7272168228401787,1.7272168228401787,1.75,1.75,False,86772.65003952505
2006-05-02 00:00:00+00:00,94790.69287691999,1.7241176835342802,1.7241176835342802,1.75,,False,86787.93166733756
2006-05-03 00:00:00+00:00,94580.11034418058,1.7261438816573123,1.7261438816573123,1.75,,False,86803.09544762055
2006-05-04 00:00:00+00:00,95565.68517226448,1.7162310043344526,1.7162310043344526,1.75,,False,86818.31010129485
2006-05-05 00:00:00+00:00,96474.85588297673,1.706875301188093,1.706875301188093,1.75,,False,86833.57565415432
2006-05-08 00:00:00+00:00,96717.84823851839,1.7059440862233737,1.7059440862233737,1.75,,False,86848.84389120685
2006-05-09 00:00:00+00:00,95876.66241732535,1.710755302387942,1.710755302387942,1.75,,False,86864.23543631869
2006-05-10 00:00:00+00:00,94037.57164744826,1.721837284023657,1.721837284023657,1.75,,False,86879.38841961147
2006-05-11 00:00:00+00:00,90017.98863797149,1.7509176789104062,1.7509176789104062,1.75,,False,86894.78537789249
2006-05-12 00:00:00+00:00,87652.94856886668,1.7693428892212104,1.7693428892212104,1.75,,False,86910.4505767009
2006-05-15 00:00:00+00:00,87948.0823284217,1.7706069462577627,1.7706069462577627,1.75,,False,86926.16688318018
2006-05-16 00:00:00+00:00,86833.5025235322,1.7811876228172263,1.7811876228172263,1.75,,False,86941.88603169155
2006-05-17 00:00:00+00:00,85358.63492468809,1.800763687302296,1.800763687302296,1.75,,False,86957.53557117726
2006-05-18 00:00:00+00:00,83809.96768867422,1.8110529053874127,1.8110529053874127,1.75,,False,86973.13961783808
2006-05-19 00:00:00+00:00,85263.64018480602,1.8001833309139388,1.8001833309139388,1.75,,False,86988.84310138019
2006-05-22 00:00:00+00:00,83117.18943627365,1.8146067139630129,1.8146067139630129,1.75,,False,87004.5494202735
2006-05-23 00:00:00+00:00,81672.38695736282,1.8295543100144278,1.8295543100144278,1.75,,False,87020.25857502993
2006-05-24 00:00:00+00:00,83296.07022164189,1.8197200437865308,1.8197200437865308,1.75,,False,87035.82553239724
2006-05-25 00:00:00+00:00,85073.51456129894,1.8008514835444178,1.8008514835444178,1.75,,False,87051.29856804744
2006-05-26 00:00:00+00:00,85822.45403466297,1.7963748118201113,1.7963748118201113,1.75,,False,87067.04034453849
2006-05-30 00:00:00+00:00,81664.74805793166,1.828679107431796,1.828679107431796,1.75,,False,87082.73659708949
2006-05-31 00:00:00+00:00,82572.76130367689,1.821950595701799,1.821950595701799,1.75,,False,87098.50824827318
2006-06-01 00:00:00+00:00,86149.4174919454,1.7881851848407837,1.5752180979194017,1.5745450382687571,1.5745450382687571,True,63548.95249498381
2006-06-02 00:00:00+00:00,85214.20361830229,1.5776722928059013,1.5776722928059013,1.5745450382687571,,False,63560.461916380125
2006-06-05 00:00:00+00:00,82028.17480765253,1.5983174596604488,1.5983174596604488,1.5745450382687571,,False,63571.88514384121
2006-06-06 00:00:00+00:00,82716.11327369993,1.5992313790864228,1.5992313790864228,1.5745450382687571,,False,63583.38105973805
2006-06-07 00:00:00+00:00,81902.34651563126,1.6066658112092922,1.6066658112092922,1.5745450382687571,,False,63594.8437303791
2006-06-08 00:00:00+00:00,82663.3546476472,1.6083665236521636,1.6083665236521636,1.5745450382687571,,False,63606.30846748494
2006-06-09 00:00:00+00:00,81866.33947528347,1.6149840471993138,1.6149840471993138,1.5745450382687571,,False,63617.82827668516
2006-06-12 00:00:00+00:00,79566.58953214684,1.6353371802974805,1.6353371802974805,1.5745450382687571,,False,63629.314829012896
2006-06-13 00:00:00+00:00,79117.29163995125,1.6397214405412712,1.6397214405412712,1.5745450382687571,,False,63640.821130111144
2006-06-14 00:00:00+00:00,80068.61614734468,1.6293817187344803,1.6293817187344803,1.5745450382687571,,False,63652.3118339263
2006-06-15 00:00:00+00:00,83695.22780719164,1.6029346080759268,1.6029346080759268,1.5745450382687571,,False,63663.80461245187
2006-06-16 00:00:00+00:00,82631.88106937375,1.6096466684262118,1.6096466684262118,1.5745450382687571,,False,63589.941636965086
2006-06-19 00:00:00+00:00,81845.67785377853,1.6178645795791602,1.6178645795791602,1.5745450382687571,,False,63601.31717096903
2006-06-20 00:00:00+00:00,82069.4494608601,1.616731629230762,1.616731629230762,1.5745450382687571,,False,63612.712406962164
2006-06-21 00:00:00+00:00,83506.52676269245,1.6015832581147726,1.6015832581147726,1.5745450382687571,,False,63624.056674008076
2006-06-22 00:00:00+00:00,82342.95214205168,1.6142180345119863,1.6142180345119863,1.5745450382687571,,False,63635.385290765866
2006-06-23 00:00:00+00:00,82588.4804164951,1.615437094451721,1.615437094451721,1.5745450382687571,,False,63646.8396601182
2006-06-26 00:00:00+00:00,82717.65644386793,1.613020028695659,1.613020028695659,1.5745450382687571,,False,63658.29609125703
2006-06-27 00:00:00+00:00,79973.95665458831,1.6324030596655732,1.6324030596655732,1.5745450382687571,,False,63669.84299885358
2006-06-28 00:00:00+00:00,81306.93649430855,1.6249775875164132,1.6249775875164132,1.5745450382687571,,False,63681.37431486337
2006-06-29 00:00:00+00:00,85302.57518404485,1.5957166323363616,1.5957166323363616,1.5745450382687571,,False,63692.978476405195
2006-06-30 00:00:00+00:00,83006.9456150197,1.6005644581291847,1.6005644581291847,1.5745450382687571,,False,63704.62013747116
2006-07-03 00:00:00+00:00,83616.8239308667,1.595088267467212,1.1329740003105828,1.1319244952870509,1.1319244952870509,True,14224.362166831903
2006-07-05 00:00:00+00:00,81979.33607249257,1.1363697072751244,1.1363697072751244,1.1319244952870509,,False,14227.029234738184
2006-07-06 00:00:00+00:00,81680.59083979021,1.1365614817495684,1.1365614817495684,1.1319244952870509,,False,14229.696802719696
2006-07-07 00:00:00+00:00,80246.5127128917,1.138323193697359,1.138323193697359,1.1319244952870509,,False,14232.36091817665
2006-07-10 00:00:00+00:00,79887.01185391186,1.1397454210843536,1.1397454210843536,1.1319244952870509,,False,14235.017625548042
2006-07-11 00:00:00+00:00,80548.36167418135,1.1385913697524674,1.1385913697524674,1.1319244952870509,,False,14237.682737181269
2006-07-12 00:00:00+00:00,79114.06941659123,1.1416635623906934,1.1416635623906934,1.1319244952870509,,False,14240.35230269449
2006-07-13 00:00:00+00:00,77797.65359118339,1.1444629449816464,1.1444629449816464,1.1319244952870509,,False,14243.03028005808
2006-07-14 00:00:00+00:00,77082.88992591758,1.146199040026501,1.146199040026501,1.1319244952870509,,False,14245.704804632891
2006-07-17 00:00:00+00:00,77993.04670311094,1.145811973801173,1.145811973801173,1.1319244952870509,,False,14248.379831423983
2006-07-18 00:00:00+00:00,78470.17769609272,1.1452889614343447,1.1452889614343447,1.1319244952870509,,False,14251.063276292234
2006-07-19 00:00:00+00:00,79256.06161448533,1.1431878612193904,1.1431878612193904,1.1319244952870509,,False,14253.723474770475
2006-07-20 00:00:00+00:00,77430.86325914323,1.1456742180300987,1.1456742180300987,1.1319244952870509,,False,14256.388129186731
2006-07-21 00:00:00+00:00,76223.05087174644,1.1474851354664495,1.1474851354664495,1.1319244952870509,,False,14259.05724185314
2006-07-24 00:00:00+00:00,78293.7659439475,1.1442253030053575,1.1442253030053575,1.1319244952870509,,False,14261.72289338752
2006-07-25 00:00:00+00:00,79146.74288941135,1.1433104038841877,1.1433104038841877,1.1319244952870509,,False,14264.393004840336
2006-07-26 00:00:00+00:00,78744.89217289245,1.143475462001473,1.143475462001473,1.1319244952870509,,False,14267.063616197354
2006-07-27 00:00:00+00:00,77513.78878236946,1.1445906814552118,1.1445906814552118,1.1319244952870509,,False,14269.734727552164
2006-07-28 00:00:00+00:00,79267.04961131475,1.1412416606196203,1.1412416606196203,1.1319244952870509,,False,14272.418230443984
2006-07-31 00:00:00+00:00,79141.2350582977,1.141315398563126,1.141315398563126,1.1319244952870509,,False,14275.098273422811
2006-08-01 00:00:00+00:00,77544.59213367033,1.1440943171147624,1.1440943171147624,1.2872145528149108,1.2872145528149108,False,14277.798646179534
2006-08-02 00:00:00+00:00,78416.86158331543,1.1422955616168025,1.1422955616168025,1.2872145528149108,,False,14280.48366553605
2006-08-03 00:00:00+00:00,79090.66620031829,1.1413195466378427,1.1413195466378427,1.2872145528149108,,False,14283.161256223339
2006-08-04 00:00:00+00:00,77973.47177845736,1.1420926015175648,1.1420926015175648,1.2872145528149108,,False,14285.847284048466
2006-08-07 00:00:00+00:00,77555.36882561297,1.143185241811458,1.143185241811458,1.2872145528149108,,False,14288.525880414225
2006-08-08 00:00:00+00:00,77165.72744341589,1.144249087398017,1.144249087398017,1.2872145528149108,,False,14291.201009981836
2006-08-09 00:00:00+00:00,76990.8210714218,1.144054156007985,1.144054156007985,1.2872145528149108,,False,14293.884579949266
2006-08-10 00:00:00+00:00,78363.54550107852,1.1429212471583645,1.1429212471583645,1.2872145528149108,,False,14296.564683308006
2006-08-11 00:00:00+00:00,77777.23089980366,1.1441159215068608,1.1441159215068608,1.2872145528149108,,False,14299.241317918159
2006-08-14 00:00:00+00:00,78495.13872791901,1.1430713209133638,1.1430713209133638,1.2872145528149108,,False,14301.91845365379
2006-08-15 00:00:00+00:00,80427.68052521227,1.1390809565374662,1.1390809565374662,1.2872145528149108,,False,14304.604036118977
2006-08-16 00:00:00+00:00,82100.41837720413,1.1354676948985116,1.1354676948985116,1.2872145528149108,,False,14307.282175874629
2006-08-17 00:00:00+00:00,82398.12413905856,1.134940317803641,1.134940317803641,1.2872145528149108,,False,14309.932997322214
2006-08-18 00:00:00+00:00,82927.54192409567,1.1347319196157981,1.1347319196157981,1.2872145528149108,,False,14312.596234852272
2006-08-21 00:00:00+00:00,81367.26566268626,1.1362352015174395,1.1362352015174395,1.2872145528149108,,False,14315.279846646306
2006-08-22 00:00:00+00:00,82088.47946844927,1.1362238868004617,1.1362238868004617,1.2872145528149108,,False,14317.959985150928
2006-08-23 00:00:00+00:00,81446.15391749347,1.1374312571548124,1.1374312571548124,1.2872145528149108,,False,14320.640625437038
2006-08-24 00:00:00+00:00,81928.96487418991,1.1370110916672265,1.1370110916672265,1.2872145528149108,,False,14323.325745554308
2006-08-25 00:00:00+00:00,82052.32454756743,1.1367557337233485,1.1367557337233485,1.2872145528149108,,False,14326.0113691316
2006-08-28 00:00:00+00:00,82646.05426456725,1.1356181538286307,1.1356181538286307,1.2872145528149108,,False,14328.697496263312
2006-08-29 00:00:00+00:00,83039.57913318196,1.135169940694396,1.135169940694396,1.2872145528149108,,False,14331.38412704386
2006-08-30 00:00:00+00:00,83104.57671433582,1.134489073712929,1.134489073712929,1.2872145528149108,,False,14334.06329968761
2006-08-31 00:00:00+00:00,83213.18394099495,1.1346747571825104,1.1346747571825104,1.2872145528149108,,False,14336.750936556302
2006-09-01 00:00:00+00:00,83363.12564709113,1.1338829008014744,1.7176237310084634,1.7156253019015366,1.7156253019015366,True,76771.31436584567
2006-09-05 00:00:00+00:00,84896.34884691695,1.706061052903987,1.706061052903987,1.7156253019015366,,False,76785.70898728927
2006-09-06 00:00:00+00:00,82132.85341014805,1.7312676569325252,1.7312676569325252,1.7156253019015366,,False,76800.127637088
2006-09-07 00:00:00+00:00,81651.35617904723,1.737447187950949,1.737447187950949,1.7156253019015366,,False,76814.44232754479
2006-09-08 00:00:00+00:00,83034.57389738232,1.7301055789766875,1.7301055789766875,1.7156253019015366,,False,76828.80236079103
2006-09-11 00:00:00+00:00,83741.87305297684,1.7225918366833517,1.7225918366833517,1.7156253019015366,,False,76843.1650785657
2006-09-12 00:00:00+00:00,86437.25607616392,1.7005212188847745,1.7005212188847745,1.7156253019015366,,False,76857.5518266943
2006-09-13 00:00:00+00:00,87322.95048760445,1.6927266236323701,1.6927266236323701,1.7156253019015366,,False,76871.877220382
2006-09-14 00:00:00+00:00,87267.31464309199,1.6917742103657911,1.6917742103657911,1.7156253019015366,,False,76886.31205066005
2006-09-15 00:00:00+00:00,88373.29893108325,1.6872731085475188,1.6872731085475188,1.7156253019015366,,False,76819.64139586657
2006-09-18 00:00:00+00:00,88238.62059591303,1.6872014969299614,1.6872014969299614,1.7156253019015366,,False,76834.04507862829
2006-09-19 00:00:00+00:00,87142.84532314846,1.695314283349967,1.695314283349967,1.7156253019015366,,False,76848.40877649993
2006-09-20 00:00:00+00:00,89155.2411507896,1.678783105542054,1.678783105542054,1.7156253019015366,,False,76862.73246602465
2006-09-21 00:00:00+00:00,88017.45611074162,1.6861195353950633,1.6861195353950633,1.7156253019015366,,False,76877.101526844
2006-09-22 00:00:00+00:00,86413.1177799745,1.6953835242626505,1.6953835242626505,1.7156253019015366,,False,76891.49462862985
2006-09-25 00:00:00+00:00,89316.00870330869,1.6754958317905404,1.6754958317905404,1.7156253019015366,,False,76905.95450136974
2006-09-26 00:00:00+00:00,90468.17851167025,1.6701734308560938,1.6701734308560938,1.7156253019015366,,False,76920.48118166444
2006-09-27 00:00:00+00:00,90186.20588680464,1.671759435279312,1.671759435279312,1.7156253019015366,,False,76934.90377188599
2006-09-28 00:00:00+00:00,90596.31823198599,1.6689501760344303,1.6689501760344303,1.7156253019015366,,False,76949.43592037623
2006-09-29 00:00:00+00:00,89989.20571567792,1.6741210158689155,1.6741210158689155,1.7156253019015366,,False,76963.92806414123
2006-10-02 00:00:00+00:00,87693.57396835562,1.6888048559082285,1.6888048559082285,1.718117125263451,1.718117125263451,False,76978.55121047342
2006-10-03 00:00:00+00:00,88427.29833862759,1.6841317088104972,1.6841317088104972,1.718117125263451,,False,76993.15575227252
2006-10-04 00:00:00+00:00,92363.7435752648,1.657162958986136,1.657162958986136,1.718117125263451,,False,77007.59196897608
2006-10-05 00:00:00+00:00,93093.6185042823,1.6521325431974165,1.6521325431974165,1.718117125263451,,False,77021.98811047472
2006-10-06 00:00:00+00:00,93389.1278187715,1.6546799511410824,1.6546799511410824,1.718117125263451,,False,77036.38694325204
2006-10-09 00:00:00+00:00,93900.14878565409,1.6512386106560664,1.6512386106560664,1.718117125263451,,False,77050.76706881478
2006-10-10 00:00:00+00:00,94592.88568055874,1.6496319635167764,1.6496319635167764,1.718117125263451,,False,77065.14987866762
2006-10-11 00:00:00+00:00,94236.29502805599,1.6519010951852173,1.6519010951852173,1.718117125263451,,False,77079.66381522811
2006-10-12 00:00:00+00:00,96775.22238993083,1.6354237313571673,1.6354237313571673,1.718117125263451,,False,77094.11625219346
2006-10-13 00:00:00+00:00,97899.60135918038,1.6300024509262294,1.6300024509262294,1.718117125263451,,False,77108.57139899075
2006-10-16 00:00:00+00:00,97913.23751267989,1.6292268395140213,1.6292268395140213,1.718117125263451,,False,77122.94357993762
2006-10-17 00:00:00+00:00,95784.26910022927,1.640978207345792,1.640978207345792,1.718117125263451,,False,77137.46840097851
2006-10-18 00:00:00+00:00,95388.77410239527,1.6462246198190627,1.6462246198190627,1.718117125263451,,False,77151.84596800547
2006-10-19 00:00:00+00:00,95159.89340777847,1.6438873117941672,1.6438873117941672,1.718117125263451,,False,77166.26907698782
2006-10-20 00:00:00+00:00,95377.90426646399,1.6415675543992947,1.6415675543992947,1.718117125263451,,False,77180.67344721552
2006-10-23 00:00:00+00:00,97502.7967113769,1.6311562222375462,1.6311562222375462,1.718117125263451,,False,77195.14482348687
2006-10-24 00:00:00+00:00,96243.13026048218,1.6384678827690127,1.6384678827690127,1.718117125263451,,False,77209.5974700455
2006-10-25 00:00:00+00:00,97115.87657515473,1.6315418454154624,1.6315418454154624,1.718117125263451,,False,77224.05282246073
2006-10-26 00:00:00+00:00,97953.94022764747,1.6224004342449239,1.6224004342449239,1.718117125263451,,False,77238.55378349072
2006-10-27 00:00:00+00:00,95257.54877189887,1.6373208431346387,1.6373208431346387,1.718117125263451,,False,77252.99310201746
2006-10-30 00:00:00+00:00,96304.40397123908,1.6309074810488504,1.6309074810488504,1.718117125263451,,False,77267.43511989458
2006-10-31 00:00:00+00:00,96238.92833317743,1.6286869846691638,1.6286869846691638,1.718117125263451,,False,77281.9656903324
2006-11-01 00:00:00+00:00,94107.14841150347,1.6431507604768292,1.6431507604768292,1.75,1.75,False,77296.5848621755
2006-11-02 00:00:00+00:00,94176.7373625108,1.6423429959746445,1.6423429959746445,1.75,,False,77311.03502929001
2006-11-03 00:00:00+00:00,94314.22621337562,1.6453133845036159,1.6453133845036159,1.75,,False,77325.46642249548
2006-11-06 00:00:00+00:00,96484.39058024224,1.6304208211287736,1.6304208211287736,1.75,,False,77339.9649474497
2006-11-07 00:00:00+00:00,96852.24522768286,1.6236803805075233,1.6236803805075233,1.75,,False,77354.44470755375
2006-11-08 00:00:00+00:00,97812.06753013724,1.6191743911610221,1.6191743911610221,1.75,,False,77368.88420389916
2006-11-09 00:00:00+00:00,96610.91044059773,1.624058562693843,1.624058562693843,1.75,,False,77383.32639561722
2006-11-10 00:00:00+00:00,97135.53199212346,1.6195490771425163,1.6195490771425163,1.75,,False,77397.7927785795
2006-11-13 00:00:00+00:00,99125.99283033285,1.6096394704005759,1.6096394704005759,1.75,,False,77412.26186595172
2006-11-14 00:00:00+00:00,100787.32432198017,1.599609596680277,1.599609596680277,1.75,,False,77426.81967186373
2006-11-15 00:00:00+00:00,101468.26219280102,1.5958834205573913,1.5958834205573913,1.75,,False,77441.33720055221
2006-11-16 00:00:00+00:00,102154.3590690196,1.591992938395681,1.591992938395681,1.75,,False,77455.94349720754
2006-11-17 00:00:00+00:00,102023.5359168639,1.5921696671206178,1.5921696671206178,1.75,,False,77470.46648661327
2006-11-20 00:00:00+00:00,102446.16385913503,1.5904350901446083,1.5904350901446083,1.75,,False,77484.88460120939
2006-11-21 00:00:00+00:00,102542.98924500748,1.589344086747263,1.589344086747263,1.75,,False,77499.41301707212
2006-11-22 00:00:00+00:00,102725.12781951395,1.583676602629341,1.583676602629341,1.75,,False,77514.03026747172
2006-11-24 00:00:00+00:00,101224.94091353181,1.5855087420848555,1.5855087420848555,1.75,,False,77528.58567982195
2006-11-27 00:00:00+00:00,97293.35096293395,1.6074718626777005,1.6074718626777005,1.75,,False,77543.10075391867
